	length
MSI1	2776.0
HNF1A	2211.375324806564
TBX3	4461.830434314425
OASL	2176.7093318078405
HRK	5590.0
RNFT2	3144.662568126114
DTX1	3287.795
TRAFD1	2033.6860187993238
GSAP	2338.384460055096
OCM2	528.8265
UPK3B	1363.4658010238204
TMEM243	852.5946824111165
TMEM60	855.797
PNPLA8	2891.6174343297716
HILPDA	943.5779201856146
RINT1	2777.0
MDFIC	2758.535945053046
KMT2E	3739.5411758549967
BACH2	6127.444845299508
KHDC1	857.1103963666814
CEP162	4956.161662956167
NT5E	2696.4080489617445
MRAP2	1985.7949999999998
AKIRIN2	1494.795
ORC3	2176.381511459532
LMO2	1589.4885915112989
NAT10	3101.4588838798127
EHF	1958.3521796535847
ELF5	1912.8146214657709
PRRG4	5362.795
METTL1	878.6757135866517
CD63	594.224674300764
PRPH	1442.2366666666667
AVIL	1530.5
AMHR2	1294.5
LACRT	317.3713333333334
GDF11	8443.404999999999
ITGA7	2833.1428571428573
FAM186B	1697.5946447299652
RDH5	1060.0
AGAP2	3552.7793287807735
KRT85	1755.475
CDK4	1142.00107443074
PPP1R1A	1475.663833333333
TROAP	946.2885771299882
TSPAN31	1354.9696912793077
TFCP2	2552.8394103878913
PAN2	4464.033718863706
ESPL1	6078.630577860099
ZC3H10	5067.801504023707
KRT84	1924.795
ACVR1B	3165.0168568975905
OS9	2336.212562640903
KRT82	2496.795
MIP	2431.795
KCNH3	3699.795
PKIB	1115.4654561015523
TAAR5	846.797
NMBR	1186.795
SMPD2	1151.42196959095
REPS1	2074.0
HTRA2	1499.7229073767758
PRADC1	915.7969999999999
CCT7	1700.104758338345
RAB11FIP5	4174.795
DYSF	6533.7614437430675
MRPL53	727.874118097925
EMX1	1233.9616666666666
KCNMB4	4563.795
GNS	4256.823985115092
MDM2	3512.7764843638115
KLHL36	1739.7198360793936
BCO1	1660.7532500000002
MPHOSPH6	620.1893482418948
TMEM231	3617.529694809745
KIAA0513	4004.304570208497
NDRG4	1089.3227058823527
DYNC1LI2	3796.4820543657816
FBXL8	750.0511981639982
FHOD1	3822.795
CCDC102A	2295.795
PCNXL2	5486.983022726299
URB2	4771.044960306838
TAF5L	2787.285979873481
STX6	4680.0031511754005
RGS8	1713.2316999999998
NPL	2095.777790330017
LAMC1	7080.765103046109
RC3H1	7552.051183859468
SP110	1773.3217450769741
MRPL44	1580.7949999999998
CHRND	1720.0439999999999
PAX3	2055.9076250000003
DOCK10	5981.447744070754
TTLL4	3454.022944314092
USP37	4307.01744895691
HTR2B	2078.795
SLC19A3	1019.2614325290376
SERPINE2	1768.5562448882115
WNT10A	2348.0
TMBIM1	1603.9643930499492
CYP27A1	1549.7557555357002
EIF4E2	1570.2393673823049
CAB39	2848.9120616351347
COX5B	544.8265
REV1	3019.897256670155
MFSD9	3881.795
TMEM127	4267.637067390799
EDAR	4058.365
TGFBRAP1	4587.158532052731
MRPS9	1332.795
GPR45	1139.795
C2orf49	2612.0
ANKRD36B	5763.5271218520975
EPC2	2566.0820892488127
ALDH1L2	5420.149999273846
USP44	2727.0613537160752
PLXNC1	4778.410524991668
APPL2	1527.7432343449204
DRAM1	2346.755210467655
SLC41A2	1617.9436265576019
CKAP2	2696.6722672548794
THSD1	2876.5
RCBTB1	3787.8933662621957
MED4	1212.8395246233267
NUDT15	1930.795
SETDB2	3396.4063720091945
PLEKHA8	4619.4195773831025
CAMK2B	1021.070421772428
SPDYE1	2481.795
CHST12	8214.457638152038
IGF2BP3	2989.0
GPNMB	2540.177311442033
ABCB5	3860.3113335017024
KDELR2	2643.8473858492152
NUPL2	354.9188690195683
IL6	681.2857142857143
BZW2	1265.1253561152157
TBRG4	1605.8540598983514
DDX56	1602.6611851929406
HUS1	1905.2478925899354
CCM2	1634.571987542608
MYO1G	3099.795
TTYH3	3684.027873256382
CIDEB	1583.7771218325147
TTC5	4312.215077939725
NKX2-8	1093.795
ACSBG1	6158.0
MTHFS	739.797
ABHD17C	2130.2252660855356
IREB2	4735.31975119762
ALPK3	10749.8
CIB2	826.6409292112724
CALCOCO2	1702.3838348493064
RSAD1	2075.7600896243302
NMT1	4044.3004524178623
SRSF1	2396.772510805884
VEZF1	2565.2973182667615
CHAD	1462.5274521789156
TACO1	1301.795
TEX2	4169.849463781869
CSHL1	593.7543125
LIMD2	1385.4215460865241
BRIP1	3725.5290565509586
KAT7	4140.944069909457
RTP4	1386.795
NDUFB5	1293.6659106847821
MRPL47	937.5748777371432
TRA2B	1348.4164707149898
MARCH7	2813.90127923771
CD302	3588.0496255935013
GALNT5	6003.795
TANK	1242.5395647489736
BLK	2148.6549999999997
SKIL	4892.042604346718
KCTD3	1917.1649657613357
CBWD2	1484.8873851729375
IL36G	652.0
IL1RN	1383.625481262709
IL36A	720.797
IL36B	925.239
CFC1	1181.199
CCDC115	1447.0
SAP130	3580.309420305124
BIN1	1924.8894309735063
IMP4	881.319729027378
HS6ST1	3764.795
UGGT1	8863.812570602067
GYPC	1042.3631876874824
GAD2	5658.205
AKAP2	5477.435774143166
LRRC8A	4125.3292329178075
KIAA0368	4661.329270206781
TOR1B	2598.365
RALGPS1	2760.7454902610443
OR1J1	801.797
OR13C9	789.797
TMOD1	2999.446331750204
DAB2IP	5012.520871967154
SLC31A2	1617.7949999999998
ZNF189	2754.9193725895
ORM1	634.807
STX17	1831.6488586491346
BAAT	2970.9322032151003
GABBR2	5593.795
HEMGN	2041.025
PSMB7	793.6704344582487
RABEPK	1394.9191275463102
OR1L4	768.797
PDCL	1792.3037893955543
CTSV	2793.758034107446
ARPC5L	1239.7153826223516
DERL1	1935.9589734530682
MYC	2034.4285550918185
NOV	2354.795
IFNA6	958.17
RANBP6	4009.6768648733314
RNF38	4558.854683396881
CCL21	653.0
SIT1	1075.0
DMRT2	1719.2294033817668
CCL27	279.553
DCTN3	617.6106110667782
CD72	1347.9914727928954
HINT2	460.842
FAM65B	4303.732528484812
KLC4	1529.9728405603219
KIF13A	4877.9058854126615
CDSN	2371.985733378578
GMPR	1347.795
TMEM63B	2801.520647333045
FRS3	1655.6010282802267
TTBK1	4565.23
TJAP1	2253.5961438924755
TINAG	910.2339999999999
GCM1	2597.795
FOXF2	2019.795
RIPK1	3795.32980720908
TUBB2B	1852.795
PSORS1C2	983.9161077473691
C6orf15	972.7969999999999
MRPS18B	1333.0
IER3	1092.1257022810034
DDR1	1991.265545546796
PSORS1C1	636.109375
PGBD1	2932.795
MOG	1555.4894259259268
GTF2H4	973.5589392403449
POU5F1	1310.4803127967843
TRIM15	1355.803142857143
CLPS	295.115
RNF144B	4868.795
TRIM10	3096.3924999999995
HLA-F	929.6389182898884
NRM	1288.1302960499363
FAM8A1	4509.795
C6orf52	354.0
FGFBP2	1000.795
CPEB2	3775.96019997816
FHDC1	6364.459005130058
TLR2	4032.795
PRKRIR	3132.795
ANKRD42	2447.000996405979
IL18BP	2238.817299996853
RAB30	2349.9749140065983
LRRC32	3305.174749988748
MRPL15	889.4700934292217
PI15	5123.660513241568
TTPA	2170.795
GGH	1439.795
SLCO5A1	7488.017229731347
SULF1	2781.560957458206
TGS1	3614.795
SDCBP	1984.6289265201706
DDX60L	3080.9604462353354
USP2	1937.6358969654382
HTR3B	1843.4499999999998
SORL1	8882.501720431088
BUD13	1989.3839763085075
MMP7	957.797
MMP20	1788.795
MMP27	1745.795
DCUN1D5	979.9552303079906
FDXACB1	2590.0
POU2F3	2704.0
FDX1	3038.795
C11orf1	993.8
FXYD6	1248.8108473905043
ARHGAP20	5368.831652071906
FXYD2	380.5
MMP13	1626.4944086473508
CASP5	945.0
UNC13C	12747.0
SQRDL	1501.589806583423
CTDSPL2	2687.8477818888505
THBS1	7110.573774786464
NUSAP1	1977.4313911646705
NDUFAF1	960.9480441188266
KIF23	2634.588535175283
NOX5	8390.395
HAUS2	3182.788185274932
PARP6	1037.8865189101653
RPLP1	515.415350558758
LRRC49	2317.740052517657
TUBGCP4	6270.058137403662
RMDN3	1743.3070809178048
ITPKA	1268.1704408555088
PLCB2	3914.1538386014545
TMEM62	2192.950354964356
PAK6	1662.499411166079
ADAM10	4157.831736168032
CYP19A1	1370.0104510558913
BCL2L10	885.812
RSL24D1	1816.0
GCHFR	578.0
MNS1	1855.795
BCAR3	2880.7504909354343
TTLL7	3232.3495166841853
FNBP1L	4203.584429093535
CCBL2	1561.3882505605377
ARHGAP29	5260.194443306818
RTCA	1714.3012690044527
CEP68	5107.380016682342
IFT172	3678.9259635472017
EPT1	5818.302284902801
CGREF1	1384.1330591463234
KHK	1788.8978882239824
ADCY3	2074.607151376812
DYNC2LI1	1448.673303726905
ACTR2	3112.6272776935084
PREB	1818.6614531343894
ABCG5	2619.0
PREPL	3033.2990353305677
SLC3A1	1641.5796197736358
SIX3	2355.795
CENPO	4043.306903215601
LRPPRC	4398.555112688728
CYP2C9	1679.795
LOXL4	3485.795
BTBD16	1681.795
KIF11	4692.795
TACC2	3511.139818393681
CALHM2	1679.339131696437
ARL3	3676.795
KIF20B	5284.28910890554
EXOC6	3062.6515544982017
PLCE1	10823.017981822264
SHTN1	3097.10429949413
FGFR3	3834.3784786388633
DBR1	2498.795
TOPBP1	4258.680052266662
DNAJC13	7562.795
GPR87	1440.795
SLFN12L	2888.300094153212
SATB2	4370.905140587633
AOX1	2621.138983986039
ERBB4	6864.385987741396
BARD1	3697.8884826174963
MSTN	2654.795
ASNSD1	1480.2881300239972
METTL5	651.4623987894158
SSB	1561.3189379112182
CDK15	3431.26
PPIG	2676.500067773455
HECW2	6829.6226169253005
CRYGB	473.8265
CHRNA1	1497.825
WDR12	7932.795
ABI2	7113.025293330831
ITGAV	5547.596196057543
SLC40A1	3243.0
SLC35A5	2979.7056021821345
COL8A1	4045.113281509288
DIRC2	3428.795
GUCA1C	672.0513333333333
CCDC54	1276.795
COX17	488.0268561129594
WBP11	4036.0613822298437
ATF7IP	3861.4245943308606
LMO3	1770.2204989010265
GUCY2C	3676.795
EPYC	1008.6075
ATP2B1	3984.0560037603336
TSPAN11	3782.895262549293
ARNTL2	4028.9492196904757
TRHDE	10534.0
NAP1L1	1678.9465757853227
OSBPL8	4522.354489550466
SLC16A7	5155.192864495862
ASUN	1829.4050884329974
BCAT1	6526.994208786995
GYS2	2964.795
SLCO1B3	1905.5
ABCC9	7474.917233129815
SYT1	2577.4524934207775
ACSS3	4177.771374543034
PPP1R12A	3388.1704054625125
HAL	1908.0718883396717
TMPO	3109.388489887253
CDK17	2243.0
VEZT	2840.0387009194205
METAP2	1395.6052856192505
TMCC3	3919.329824935811
IRAK3	4796.901229439452
TMEM5	1773.1918820642468
KIAA0586	3916.593029021924
MNAT1	947.3846020161483
JKAMP	1402.0190658481263
TRMT5	3201.997016136798
C12orf4	2498.742167768271
CCND2	6028.66947512636
RAB21	15378.800000000001
PTPRB	7054.495469857606
LYZ	1179.401618365872
FAM189A1	4506.0
LIPG	5729.755886445833
TGDS	1737.795
FOXN3	2955.157982316359
PSMC1	1271.1642773325907
GALC	3501.1258009899902
PPWD1	1434.0068713130222
PEBP1	1529.795
C12orf49	6685.200470871924
MOCOS	5992.795
ZNF24	5327.466133654121
ZNF397	3342.9758511513605
PZP	4442.795
CLEC2D	3552.5241925264263
LRP6	6135.137712588339
YPEL5	2032.6275231491113
LMNB1	2610.888526388498
SNCAIP	1052.1179994717913
SNX24	1467.001836367865
HS3ST2	2146.795
AC004381.6	1251.633148689879
XYLT1	9723.795
DNAH3	12226.8
NUP133	5039.795
CORO1C	2692.8635119712017
NUAK1	3404.807835747757
VWF	8670.795
LPCAT3	2100.795
MRPS27	2204.5401728090583
COL4A3BP	3161.133429194296
HEXB	1661.7455160301072
KLHL5	2582.157275616597
UBE2K	3736.3043319950057
LIAS	1413.8640714754563
N4BP2	6451.06070852288
KLF3	4281.668362953635
TBC1D1	1856.4421302633637
RSBN1	4557.482911181003
CSDE1	2553.4490900219553
CASQ2	2506.795
PROX1	5227.519173307015
TMEM206	2143.129780974307
HHAT	3128.519630437272
PPP2R5A	2682.0227611052787
TRAF5	2806.7338082111
HSD11B1	913.0
PPP2R3C	1053.135392000197
PSMA6	814.6455698194009
REEP5	2940.3495781425036
MAN2A1	4499.795
EPB41L4A	4539.795
ENOX1	2783.0
TSC22D1	3258.8098677244952
DGKH	10036.016685825798
USP22	3555.165669475377
B9D1	657.0840775739193
SPECC1	2088.9040084170683
MSMO1	1659.4696984714915
PALLD	1732.3292172614551
ICE2	3369.2828544967897
RORA	5223.084955422027
GPATCH2L	3862.6661002953415
SNW1	1700.5565816613805
POMT2	1479.5
MIB1	9408.795
TMEM260	3183.0758174780703
AP5M1	3685.6746752327826
ZNF430	2077.2057258565515
MAST4	3235.6000673599865
IPO5	3298.254685437102
PALB2	3095.2397469071248
KIAA0556	3143.9312672908045
DSG2	5590.921993051028
NOL4	1930.6666666666667
LPIN2	4178.652854584321
NDC80	1145.0191625731384
THOC1	1048.9759335684348
USP14	3449.8033104264337
MYOM1	5095.748742430578
HERC2	12155.490250966755
DPEP1	1011.3122208489601
SLC7A5	4328.65433430506
CYBA	586.7451044903398
ARL1	1682.615069323238
UTP20	8857.795
COX10	1756.8695
CDRT1	1201.7142857142858
SREBF1	2604.3688934940783
TTC19	1433.585121778562
TNFRSF13B	777.4046666666666
STX2	2704.7232349096034
ADGRD1	2693.0
RIMBP2	3605.214125
CLEC16A	4279.071228511594
BFAR	1755.679230851195
CPPED1	4624.417151043495
KPNA3	4275.0
SFSWAP	2840.4703292249424
MPP5	3960.498937256438
CDK2AP1	989.1483499491711
SCARB1	2376.1314486705455
L2HGDH	5612.5963277154315
C14orf166	1013.9867066064335
SLC6A4	6344.001444630379
UTP6	2538.2103509645826
PSMD11	2428.7554774824894
TMEM98	1366.9873946888479
BLMH	1536.6622875898688
TAOK1	7967.13459655033
BTBD1	3098.0
AP3B2	3712.0055622676987
CUX2	6644.999999999999
RASAL1	3359.717871586806
LHX5	2771.795
ALDH2	5257.733772138544
ERP29	1403.535021874904
ANKRD13A	2671.207651834721
TRPV4	2754.889062759814
RBM19	3854.1351890478845
NAA25	3889.5089038834694
ZFAND6	842.0152595324596
CHRNB4	1359.4277114117112
FAH	1634.4
MESDC2	3898.183475437202
CDH1	4489.621274186642
AARS	3244.6189617323253
VAC14	2671.8279709989065
TANGO6	4648.795
ARG2	1877.795
TM9SF1	1514.5371355058069
IL17B	528.8265
NDST1	5361.2018542673095
CSNK1A1	1627.0548069057143
PDGFRB	4582.194320562934
FAT2	14244.694369793517
CYSTM1	1168.795
PFDN1	954.7163275529099
PSMD9	848.7725268975466
ANAPC5	2150.958057782869
BCL7A	4513.935207493832
CIT	4697.978834516349
CYP46A1	1335.5208753030133
GNB5	2824.5075084890855
MYO5C	6615.840493925693
AP4E1	6559.0
FAM214A	2489.150138136347
MAPK6	5177.795
SECISBP2L	5962.633943597134
SPPL2A	2386.511459855086
GLCE	4781.393294400418
CORO2B	3193.879412613468
THSD4	5160.322382582506
SPG11	3684.5072959140343
SLC30A4	6989.795
EIF3J	1648.156605354312
HACD3	2750.3313255832904
APH1B	3117.780832383909
AAGAB	1595.948135058469
TIPIN	1118.1038194067264
CILP	5527.795
TRIP4	1755.0533719741106
PARP16	2467.677989327156
SNX1	1417.5012635453054
RAB11A	1130.2177177949206
DAPK2	3366.922702919159
SLC24A1	2974.6658100040704
LACTB	1636.5581663357157
PRPF40B	2705.5257839544674
CCNT1	6799.951204454457
NEO1	5123.595718185046
HCN4	7060.795
SEMA7A	2323.75
LOXL1	2183.795
FLT4	4584.833150980847
FAF2	4316.0
CDHR2	4310.0
RNF130	2259.194942129169
CNOT6	5128.854035783341
MCF2L	2157.33956420863
TUBGCP3	2518.9286129745255
RBM25	2667.776260955993
LTBP2	8368.0
VSX2	2827.795
RPS6KA5	12556.105535787203
SERPINA10	2325.564751936692
SPAG9	5639.534616498151
SGCA	814.0377738671251
MARS	1464.6621445466408
ATP5B	1588.583763205683
RBMS2	6545.188207237361
IKZF4	2785.2
PTGES3	1648.7988826677192
PIK3C3	3121.4035303547325
MEOX2	2332.795
PHF3	5133.04300805175
SLC11A2	2267.165411080773
ATF1	1329.637121311438
LETMD1	1112.29324742041
EIF4B	2920.5591769428283
CALCOCO1	2309.291774195772
COPZ1	1352.0742749700316
MMD	2370.1940243626805
TSPAN13	1925.795
TTC23	1755.2963266444594
NUP153	5458.203349375874
FECH	1646.3673748945312
RAB27B	7082.0
ZDHHC2	2694.5641076930915
ASAH1	2373.531440708572
MSR1	2024.1534256860705
MTUS1	4511.158177205531
EFCAB1	1468.2152256209934
MCM4	2713.8930596480195
ERICH1	1873.5234392346947
MYOM2	4061.95
TWSG1	3251.8800538167443
SEH1L	1599.2094296352589
ANKRD12	4551.010932037108
CEP76	1674.7884536460629
RBL2	3883.6950339967307
LPCAT2	3563.0
RPGRIP1L	2791.357351347292
CACNG4	3212.795
WIPI1	1459.2287013320872
WDR59	2514.369150208454
MTFR1	2038.136616664609
CDH19	1861.927002876578
SMAD7	1741.5498433243774
SMAD2	3602.5939756370562
RNMT	3423.4592004145898
DNAJB6	1307.3214602657165
VIPR2	2922.5581738882697
KCNH2	3112.5250006835035
RHEB	1031.3141268999857
SMARCD3	1541.0789446607496
KMT2C	7673.416739288924
PSMB1	760.797
RBFA	1195.87
ADNP2	3864.0101091707947
CRISPLD1	2007.5375969750162
TRPA1	3902.975
CSPP1	3329.1449477249253
TRAM1	2594.2358387770264
ARFGEF1	5951.817259563608
ANXA13	1063.4655
TMED2	2341.9744483284617
ARHGAP28	4396.8619153388
RIMS2	2982.1464910136046
EML1	2212.575561599461
YY1	3614.232672382355
RCOR1	5586.795
MOB3B	6286.795
ZNF175	2515.4295657759976
CD33	1156.292443228992
PIH1D1	881.1165954347384
MYH14	5599.097918582618
RP11-240B13.2	2245.795
SCPEP1	1737.204536493527
LPO	2481.0
VMP1	1367.2673866998134
PRR11	1629.7241681588043
TRIM37	2904.560325083201
PKMYT1	945.7820399279731
LMF1	1377.364101401898
NUBP2	952.4335129015694
PKD1	13937.300683222442
RAB11FIP3	2747.5706746168844
TCEB2	401.5778345246142
CHTF18	2947.2114047441796
RHBDF1	1658.1274325120155
CLCN7	2980.2540242384043
TELO2	2921.3373976231283
AXIN1	3168.719587067809
LIG3	4821.850475173807
RPE65	2442.795
IL12RB2	2763.4
ANKRD13C	3667.221240852654
WLS	1313.2381185590414
SLC1A1	2934.8119031415977
FAM86B2	690.756625
GLIS2	3658.8788284600078
CREBBP	5822.196941787427
MGRN1	2522.798623501193
ALG1	1654.0271055016242
DNAJA3	2375.61782043742
UBN1	5072.521073763939
ZNF423	3853.1196061802466
N4BP1	3331.572717721968
WSB1	1898.1879947472771
TRAF4	2074.9201817931257
RGS9	2112.265
ITGA2B	1206.5716666666667
MAPT	4686.194400151364
DHX8	3418.182595525893
SLC4A1	1284.835
KANSL1	2665.8842785164097
CRISPLD2	2586.987193786231
FOXF1	3348.795
COTL1	1527.0489341960406
ATP2C2	3230.9019591947613
MLYCD	12870.8
METTL2B	2601.0973949424874
SMURF2	2351.998709436378
GLP2R	2164.883333333333
DNAH9	5100.174449518374
ARHGAP44	3413.1731239618803
CHD5	4952.655000000001
ERP44	4686.795
INVS	2837.076348799993
GINS1	3081.795
SLC12A2	5831.6349218785
SLC27A6	2036.0
FBN2	8079.194371835438
NLRP1	4599.54507693935
RNF167	1038.4795182236244
PITPNM3	6711.60600629298
ISM1	2425.795
GNAO1	1469.142857142857
CFAP20	1155.0
SLC12A3	4058.775
CSNK2A2	2947.5073579192203
COQ9	1217.6650246728154
NLRC5	3555.018882889116
SRCAP	5151.998000223133
SETD1A	5676.87461484592
HSD3B7	1973.0000022717045
ZNF629	5919.795
PTPN3	7073.841131188932
SEC23B	2684.0798412132253
PCSK2	3697.3333333333335
DZANK1	1628.5732554483702
OGN	2142.9170463428673
SPTLC1	1583.558953295171
CHCHD3	1429.0114812388738
ZC3H3	2136.1261019041845
GSDMD	1178.810735975662
RPL8	764.0014517835187
DENND3	2243.0104900471088
DOK5	1566.02
TTPAL	5207.74236812065
CECR1	3189.828867687812
CECR2	8279.527276572633
SLC9A3R1	1406.4697770584362
CHST8	1802.234875
ATP4A	3541.795
KIRREL2	1889.8189000000002
HPN	1534.2003772127837
TYROBP	386.23840671890366
ZBTB32	1351.6486666666667
SCN1B	1076.8507836511305
RBM42	1379.5938980310684
VAMP7	2331.2189437015413
CCNE1	1324.9093197590064
IMPAD1	5732.21455023654
RAB2A	2632.3416533443365
ANOS1	5079.943227859418
ITCH	4641.347453211776
CCM2L	1983.0
CDKN2C	1566.4583047884512
TTC39A	1882.374708270607
ACIN1	4047.8163367632187
AJUBA	2446.2980393785206
TEP1	4688.000835671992
CDH20	2941.0
PHLPP1	6191.0
FBLN1	2246.755609619905
EFCAB6	2702.897740444255
PPARA	6458.428096448559
CELSR1	10135.979814382405
PIK3R3	3657.758618992575
PRDX1	832.8888265308115
RPS6KA6	7808.157916720816
POF1B	3497.6621753023983
PGS1	842.0690247119214
QRICH2	4163.316389643785
TIMP2	3320.7475639916465
LGALS3BP	1615.9450790756082
MOV10L1	2896.9320973375643
UPF1	5168.028143100669
PDE4C	4456.0
ELL	2925.686584858905
MAST3	5728.795
COPE	942.0
MAU2	3683.781801949666
TMEM59L	1102.2031666666667
KLHL13	2901.917866196446
CSF2RB	4141.6399214236235
RBFOX2	3312.2252610500336
PAK3	4785.5792056136415
TRPC5	5671.795
MID2	1995.9041917547486
AMMECR1	5197.613271134824
PRKX	5863.795
RRAGB	1708.3749885584903
HUWE1	9722.836340733524
MAMLD1	3210.381925594269
SIPA1L2	5800.755098404631
BPI	567.2469429534941
SLA2	2378.4528092344954
MYH7B	3430.272145942665
SAMHD1	4616.795
RALGAPB	6823.31682734
XRCC1	1812.5555022420153
KCNN4	1688.3479996776089
PAFAH1B3	716.2553090440414
MARK4	2091.292374647841
ZNF225	2077.98508317465
GRIK5	3171.3333333333335
SIM1	8231.0
HACE1	2267.4825437754844
ST3GAL3	1149.9678739640826
ATRN	5749.345256356972
SIRPB1	2189.388551961424
CNPY4	1303.0
RASA4	4076.6340325872516
ZSCAN25	2469.5
ARPC1A	1397.7949999999998
MYDGF	819.0
MAP2K2	1335.3396998683338
HMG20B	1333.8674499721528
TLE2	1781.291217152093
GNA15	1965.7949999999998
DPP9	2055.1862414625243
ZFR2	4533.505
CCDC94	1142.6255929097078
PTPRS	4882.315853478025
TCF3	1704.4322281662721
MPND	937.7577646617883
ANKRD24	3433.2708970766753
PIAS4	2991.795
ZMYND8	2923.8053010712692
CSE1L	3382.052883900259
ZNF330	1467.7983081360317
INPP4B	3435.5998429138936
GAB1	3221.506057491936
UCP1	1294.795
NOMO3	3304.1232280407244
MAPK3	1278.7745464464183
EEF2K	7220.795
SYTL4	3813.126617628308
DHTKD1	4268.857185611234
OPTN	1947.696997092721
PHYH	1381.1030483039917
CRISP3	1322.645375
AKAP7	1690.8846725292763
SORCS1	6502.0
MAP3K8	1387.8659603564388
EPC1	3596.3576923051105
MTPAP	2896.3656651937345
LDB3	4546.16214461597
WAPAL	5993.809991182255
SCARF1	3244.0
SMG6	3000.2278042548423
ASPA	5255.895
DPH1	1781.6389386482786
ITGAE	3368.566112464742
PLD2	2139.224611848118
METTL16	4983.468866052048
SLC27A5	995.2447971373783
ABCA7	4690.502135793255
ZNF264	4509.7212890409555
CNN2	1426.7850580533275
A1BG	1154.8585
CCDC6	5643.795
BICC1	5155.381268346314
GGT5	1575.9301618767777
RAB36	2480.3639911419396
CABIN1	4972.191083611128
SMARCB1	1427.8179162625784
PRKCQ	2993.433984333104
AKR1C4	1155.825
WDR37	2615.530016255537
SLC17A6	3781.795
CAPZA1	2852.795
PALMD	2084.318276355014
LPPR5	3514.5
KIF18A	3400.795
BBOX1	1430.525
MSH4	3098.795
DGCR2	4270.878441136023
CDC45	1494.0
UFD1L	807.5698572115439
MED15	1291.7908532286538
ARVCF	2874.5
HIRA	3854.0
PPM1F	3759.0743394699402
UBE2R2	3907.7949999999996
SYP	1818.7856674953036
ACTR3	1841.6927243876403
DDX18	3467.332659271633
ARFGAP3	1939.1264790397677
PACSIN2	1871.504082821709
EP300	9417.795
DESI1	3665.795
NOVA2	7394.567078659514
PLEKHA4	2305.3579582784305
FAM83E	1727.0
MREG	1744.251941889716
GRIN2D	4925.795
AP2S1	666.695051554774
LIG1	2350.3204199591282
OPA3	6093.109211380832
GYS1	2918.6311596009537
EHD2	3359.8111943080166
HSD17B14	905.0821898478998
STRN4	1813.0501663545087
GIPR	1671.8491163607655
LY9	1780.2552630258397
CLNS1A	1012.4571436917006
P2RX3	1427.385
NOX4	2268.411397562284
TYR	2317.795
IL37	485.727
POLR1B	3923.9859116398607
PAX8	2050.122727561085
IL1A	1956.795
IL1B	1253.3162533652055
TCF25	1411.2617689431886
ZNF541	3442.02
NAPA	1179.6791109678297
EED	1625.1885671162038
HNRNPUL1	2264.4145585888386
BLVRB	697.8975
MIA	376.82861368385466
ITPKC	3217.795
KCNK6	5554.795
BRD4	4552.065086779155
IL27RA	2794.795
WIZ	3948.8900252309227
ASF1B	1751.2251529444734
ILVBL	1536.8623898612664
FAM32A	1202.5808780481848
NOTCH3	5780.381784778442
MED26	1352.2630592061976
CD44	1943.567878384455
COMMD9	1192.704806608091
C9	2545.795
LIFR	7163.949444196623
C6	1940.690375
PRKCG	1086.5566250000002
PPP1R12C	2070.0
PTPRH	3449.54
NLRP2	563.030219425106
ALG6	2434.0
DNAJC6	4547.515864080839
WDR11	3453.8883424853416
PGR	9515.955903808881
BIRC3	4680.253782201857
CEP126	6840.0
SLC10A3	1611.330678315392
ATP2B3	4949.0
TNR	12750.0
C7orf55-LUC7L2	1832.009508614205
PARP12	1139.034264993026
TBXAS1	1676.9198559084612
P4HA1	2577.346776854398
VPS26A	2440.635252259651
PALD1	4387.795
APLP2	3086.692922902751
DDX25	3897.443339049745
CDON	3590.034743503759
FOXRED1	1758.2552179208797
DCPS	1311.795
SIAE	2841.645219387462
LCN1	599.1225
KCNT1	6836.43
BARHL1	1570.0
DBH	2564.0
ARID3A	5742.0
ELANE	775.0
MTIF2	1901.471803011179
CCDC88A	4996.501905135854
GPR75-ASB3	2389.3177902879343
TANC1	6921.254158664908
LY75	6718.795
ACVR1	2098.0433725047696
IFIH1	3038.5305039169366
CD81	1097.8063156431922
TOLLIP	2711.4821610872436
OSBPL5	1991.3678851923974
CNRIP1	1498.1647064147396
PNO1	2118.795
TAF1B	1781.2033639655551
CNTN3	4780.795
PDZRN3	2495.0023978316153
CHRDL2	778.7142446916462
SPCS2	1008.7653427126637
ARHGEF17	6162.47050523995
POLD3	2069.2833771166597
SELP	2394.7061475956634
SUCO	5309.757569564394
SNRNP40	1375.4344195755252
DNAJC8	1062.7283768231139
MECR	1875.6452794527327
TFCP2L1	9124.795
PTPN4	4304.957078223571
CLASP1	6406.651511711674
EPB41L5	2947.9374174892046
LHX4	5652.795
FAM20B	5785.0
EPAS1	4967.0
EPCAM	1525.0
SRBD1	3513.795
SDF4	1446.1510175873977
SGOL1	1903.7071410724423
KAT2B	4665.795
FNBP4	3406.0290650820602
NDUFS3	776.8920956159068
ACCS	1143.6302667674893
CHMP2B	1944.0442980668702
EIF2AK4	3470.6264289006895
WDR76	2230.116508023084
TYRO3	5231.870357505837
LTK	2355.75
TP53BP1	4458.879027963725
ZNF106	5067.295230643082
LRP2	14760.26698579426
ABCB11	3260.41
AKT3	2933.5576011679673
DESI2	3579.2752434062413
SYT7	3120.468141829134
OSBP	4915.795
ZC2HC1A	1952.48954557474
IL7	1736.9094749573928
CHMP3	2698.2736464789946
POLR1A	10297.239769196616
GNLY	581.1328651069066
VAMP8	603.4232656538907
CAPG	801.1367543503538
MAP4K3	3161.793497179361
